Submission Date (Central Time),ucnValue,mouseFlowPlaybackUrl,audience,email_address,Overall Rating,Comments,Feedback Categories,Subcategory
11/2/2022,,,,,5,Thank you for the amazing offers so that I am able to help my students build an at home book library.,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,3,I like to add the dollar books before I forget and then order at a later time.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,I really wish that y'all could bring back the dollar books even if we didn't spend the right amount. Teachers already spend so much of their own money and the dollar books really helped with gifts.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,"I don't see where to request paper copies of flyers.  Live chat said they can do it for me, but I can't find it on the profile page under Teacher.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,I can't find the parent orders,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,I will be placing an order shortly just getting started and looking around.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,"Just a suggestion - Is there any way to alert the teacher or family if Scholastic is not able to fulfill order and a replacement book(s) are being sent before the box arrives?  Thanks for your consideration,  Blessings, Ramelle Swann",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,Site is easy to navigate for teacher orders,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,"107217	  LARGE CADDY WITH CUPS TEAL/GRA  Bonus Catalog	$0.00	0	1495	1    CUSTOMER NUMBER1230421  ORDER # 71266375 | SUBMITTED ON: 2022-11-03    ITEM IS MISSING...    WE LOVE SCHOLASTIC...",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,"It was not very easy to find board books, I got some but I guess I could not see all options while ordering.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,Great books for a great price! Thank you!,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,4,Sometimes the flyers were not loading correctly. I had to try multiple times.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,The site is very user friendly.,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,Good evening    What I really dont like about is Scholastic is your delivery lead time. It is too long .,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,I just had trouble using the $10 free books,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,"When entering the item number to add an item immediately to the cart, I wish it would have the item pop up to see it rather then being added to the cart right away. Otherwise, it was a good experience.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,"Did  an order for my kid and did use the promo of a free book , well I know is free but if you don’t have it available please send another book . Not happy  .",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,The website stopped responding when I tried to search for my child's teacher. I had to restart the search.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,"Wasn't as easy to find my student, and wasn't clear immediately the books would ship to school. (which is GREAT, I just wasn't clear on why the school didn't take my check and told me to order online) :) I know my child will LOVE receiving these books at school.   I also wish I could link all this up with the eWallet from my other student's book fair at a different school.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,"There were many books that were recommended to get from scholastic, but you do not have those books. Like the Bob books.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,"I would have to say that I appreciate Scholastic and its website except for 2 things.  First, I absolutely LOVE to get free books, but sometimes after I choose my $10 in free books, I decide I want to change my order or keep shopping.  Upon returning to the check out page, my $10 in free books have disappeared and I have to re-enter the data.   Secondly, after spending a huge amount of time choosing books for my classroom each month, I find it disappointing to get my box of books only to find that some replacement books have been sent instead.  Sometimes I would rather not have the replacement book(s) and would prefer my money and/or points added back to my account.  I have never really known what to do about it, so I just keep them, but am not exactly happy about it.  :(  Is there a general protocol about this?  I would love to hear back from someone.  :)  Thank you so very much!  :)",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,2,"I used the customer service email to ask for help and never got any response. Today I called and got the help I needed in minutes. Unfortunately, calling isn't always an easy option and not getting a response to my email question is more than a little frustrating.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,It was very easy to search for books on my child's wish list their teacher compiled.,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,4,I wish next months flyers were delivered with book orders,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,"Unfortunately, Scholastic does not have the quality it once had. Books fall apart and pages fall out. There does not seem to be the variety of books there once was. My last two orders had bent and damaged book from the way they were packed.   Students do not seem to be interested in buying books. They get excited to look at the flyers, but they do not order",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,1,"I am so confused by this website this year I swear I'm ready to stop doing Scholastic.  I am not able to figure out how to order as a parent and I lost the chance to get bonuses twice the last time I placed a large order.  I also have no idea how close my order is to coming, it was placed almost a month ago and the parents are wondering where their books are.  I'm so disappointed this year!",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,i'VE ALWAYS LOVED SCHOLASTIC SINCE I WAS IN SCHOOL.  tHEN WHEN MY DAUGHTERS WERE IN SCHOOL AND NOW FOR MY GRANDSON!,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,4,I tried to enter the code that I was told would allow me the “special” but it wasn’t allowed even though advertised.  Frustrating.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,It was kind of difficult to find the  value book sets. (but it could just be me),Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,"I had trouble with  the site recognizing my password.  In the past, it has had problems recognizing me as a parent  and not a teacher any more.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,2,"As a  Reading Intervention teacher for the last 20 or so years, I've always given my students a new book before the winter holidays.  My supply has run down and I was hoping to purchase more dollar books. My aides and I work with about 60-70 kids.  I'll have to rethink that now at $2 a book.  Thanks for all your dollar books in the past.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,1,I can't connect to my kids school,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,1,I was unable to order,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,2,"Glitchy, complicated,  no share button.  Hard to use",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,I am not sure that I understand how to use the bonus points.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,I'm not sure if I just happen to miss the announcement email for the order but I was just getting the reminder email nearly a month later. I wish I had been reminded earlier so the student didn't miss out on one of the books picked.       Are their any Christian book options to choose from?,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,"The total balance of my order was confusing.  I expected a total of around $35, but I kept seeing only $10, $10 was the amount I owed after overspending my free $10 to spend now.  I fugured it out, but it took longer than I wanted.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,Why do I have to continue to order catalogs. Why don't they come automatically with the month's order when it comes for the following month????  This has never happened before in 27 years of teaching!,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,Very easy to maneuver,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,4,It's easy to navigate,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,3,Earned free books but was charging me tax for them to be shipped so cancelled them.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,I had issues regarding tax and consulted the chat.  Hoping I will receive it in time.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,Most of the time things are very easy on this site!   THANKS!!!,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,4,I just wish there was more consistency with the books that were in stock.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,"I needed to check on an order i made 2 years ago.  I needed to order a book again, but cant remember the name",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,"Today, we requested a catalogs and flyers for our UPK students so they can begin their reading journey.  We also, sent out the Scholastic Book Clubs link to our parents.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,I do not need to approve the orders for my students.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,Weird to have to sign in multiple times. Also Emailed link took me to a scholastic page that did not recognize catalogue. Frustrating,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,I contacted the Live Chat and Tina helped me figure everything out.,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,Why are order forms not coming in my box now??,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,Easy to navigate phone friendly site,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,4,I did not get an email letting me know a student's order was in tray. The parent emailed me and that is how I was able to complete the order.    Should I be receiving an email when an order comes in? I do not have time to be checking my scholastic account often.    Any feedback would be great!    Thanks!,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,Wish you would list more dollar or 2 dollar books. I like to give books to local charities.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,I stopped ordering books last school year due to how long it took to get books and also bad back orders,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,"taking too much time to do. just want to add funds to my childs e wallet from last year.  her name is not even listed.  when i go to add her name it ask for her teachers name.  her teacher is not listed for this year (her teacher last year is there though)  i have to run now & it is taking too long.  should be a button that says add funds to existing (old card from last year has $.63 cents left.    Also, I was trying earlier to find:  how much is actually donated to the schools?  but of course, there is no answer ??",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,Had a flyer and didn't know how to find things on site that were listed.  Wanted $2 books to gift my students,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,2,It says on a statement I can pay online-I can't find where.  I've clicked on billing and payment and also input a card number to be saved.  I get nothing.  Where can I pay online or can Scholastic just run my card for the due amount?,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,the survey would not let me finish my task,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,Thank you for your $1 books!,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,3,love the books,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,1,Give me a break!!  You guys are so expensive and are so stingy with your bonus points.  I am trying to buy books for my class for christmas and I am blown away that I cant find any dollar books and cant even use my bonus point to purchase anything worth while.  I can't even afford to buy my class some books!!!  Like I am going to spend $72 for a set of $3.00 books for my class!  No Way!  I can't afford that and I am truly upset!  I think you are taking advantage and I am to the point where I may not use you anymore!!!!,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,Great Job!,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,I LOVE YOUR SITE AND COMPANY!!,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,"I like all the books you provided, but the prices can drop a little bit then it would be wonderful.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,Definitely easier than using a paper form! Plus more options.,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,3,The dollar store should be open to ALL size orders so that everyone can access books!  I have a Scholastic fund but can only use it for kids when I can access the dollar books.  Please consider this.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,I had to add a new child and delete my child because I was unable to switch his school in my profile.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,This site is very user-friendly. I recommend it to every teacher who starts to work here. Everyone else already uses it or has no need. The teachers that are parents also use it.,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,I didn't realize I had to submit the order when a parent completed an online order. please keep those reminder emails coming because parents are not always good about deadlines...and I would hate for kids to have a delay in getting their books.  thanks,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,I really wish I could have class book club orders mailed directly to my house. It would also be nice if the same books available via the book clubs could be ordered from the regular scholastic site.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,I don't want to pay the tax for a student order that is under $25. I'll wait to see if there are more orders soon.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,I could not turn the pages to see the inside.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,The survery popped up before I was able to complete my order :),Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,"The last order I put thru for my school, when we received our shipment, the invoice  only  stated the first name for some kids as who the book should go to.   After spending about an hour on the phone and speaking with a variety of unhelpful people, I was finally able to get help via email.   I was told that it was up to me to tell parents to put the child's full name in the field.  Which we do.   We can not make them enter anything.  YOU, on the other hand, can.  You can make a field required on check out.  Or you could also give me the name of the person who paid for the books.  As the person  who is taking the order, it's your responsibility to either collect the correct information needed.  I was very disappointed in Scholastic with this last order.  Your customer ""service"" just kept telling me it was my responsibility to tell parents to enter the child's full name.  That's not helpful.  We tell parents this, and at this point it's too late.      It ended up  that a classroom aide",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,The kids have a lot of experience pick the book what they like shopping experience and adding the tax. The mean thing is reading.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,It's not easy to find which books are the dollar books listed.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,"Is it possible to have hardback options as well, for purchase?",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,I submitted a free book offer on a $25 purchase but I received an e-mail that the book is no longer available.  I am unable to request another free book in its place.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,Where do I see the saved books?,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,Do I need to order from each of the type of catalogs to continue receiving that catalog?,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,VERY EASY TO PLACE ORDER.,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,3,Very difficult to find budget books.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,"I placed an order last month and was sent books that showed up as free in my account, but then I was charged for them.  I returned them, but I have not received a refund yet. I understand that it will probably take awhile, however I am hesitant to place another order because I don't want to be billed again. I would like to know if my return has been received. I mailed it last week.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,1,For some reason is telling me to “enter a valid city” when I type in my address and my city,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,2,It is difficult to maneuver between  the multiple flyers and to return to a page once you have taken a closer look at a book.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,I love ordering books for my students.,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,4,"I think it was my computer that was the problem, but the live chat person was very helpful.",Thanks/Praise,Thanks/Praise
11/2/2022,,,,,4,"Frustrated that when the the dollar vault is open to me that many of the books are repeats from previous months. Also, frustrating that I found a book I need for my classroom I couldn't buy individually, only as a set. I miss the Peebles book series you use to offer. They were easier nonfiction for my students. I also miss the more nonfiction books you offered that taught skills I am teaching--like shapes, five senses, community helpers, Have you ever offered any of the Math Start series by Stuart J. Murphy?",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,I really like the books,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,3,Love earning money to spend now on more books and supplies! Thank you!,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,4,i had a coupon that said $200 dollar extra bonus points when you order by Nov. 30th  and it did  not work.   It said new monthly rewards and said nothing about a certain amount to be ordered to be able to use it (unless i miss that)but the code 20143 didn't work.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,Trying to look at digital flyers and it just spins.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,I am looking for books for gifts but don't want to break my bank!,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,Super easy process and happy to support my child's school,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,1,Are there ANY tests performed from a parents perspective? Because the experience is beyond frustrating for someone who has worked in IT and web for 25yrs.  I cannot imagine what it's like for someone without experience in IT.  And the opening into a new tab action is incredibly frustrating.    Opening on a phone? Forget about it. What an absolutely atrocious experience on both android and iPhone.     Try adding money to your kids account. Account.scholastic would seem like a logical place... It's my account where I'd add my kids. But no. I have to add an ewallet for a FAIR for my kids. Why?  There is literally no connection between the fair and the account page. Why?    And book clubs? Don't understand how all this is linked together because it's currently an incongruous experience.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,2,"Not user friendly.   Thought I was in 2nd grade, but magically in 3rd.   Where are topics I choose so I can find a book",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,"His first grade teacher is not listed, but his teacher from last year is still listed as his teacher and I was unable to find my child's teacher.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,It was easy to find my child's teacher and was even able to send the order home.  The books will be a Christmas gift. Thanks for making it so easy!,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,"Hello,    I would love to find copies of My Papi Has a Motorcycle.  I have a school that needs them every year.  I'm an AE with Scholastic Education.    Thanks,  Pete Helberg",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,"Disappointed that no families ordered this time around.  It seems we complete with a book fair at the beginning and end of the year here at our school.  Also, the price of books is a deterrent for many families.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,1,I was charged 10 times for the same order after it told me it was sorry my order could not be processed.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,It was fun,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,"easy to use, I wish there were more options for the book finder.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,"Other, Got an email that I had online student orders that needed to be processed. I had no online student orders waiting to be processed.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,"I am a grandparent and am not always able to see the book descriptions clearly.  I clicked where it said, ""Having difficulties, click here."" and timed out having to sign-in again and re-do my order.  I admit, it could be my internet speed but it would be nice if the pamphlets were a little bigger.  I do enjoy the convenience of ordering online.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,A bit easier than last year.,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,2,I know that families have put in orders on the website but i am not able to find them.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,wish that how to catch a yeti would be available again,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,I love Scholastic- long time customer!,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,Love Scholasticc,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,I like that I can pa for both of my kids in different classes with one transaction.,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,4,"I had not been receiving emails that notify me when parents place an order. I do receive order confirmation emails when I place the final order, however, I did contact Scholastic tech support via chat today, and they fixed the problem. However, I think that should be a checkbox on the user's Profile page to ensure that parent order notification emails are active/inactive.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,I am not always notified when I have an online student order. Communication can be inconsistent...,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,Very easy!!,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,3,"I thought I had already bought these books, but they were still in my cart when I checked. Not sure why?",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,2,"I got an email that I had an online order, but I was never notified.  It has been in the cart since 10/19.  I would have submitted this al ot sooner if I had known.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,I could not located any $1 books. It was hard to navigate the site to find what I was looking for.   I used to really enjoy Scholastice but it has been hard to use since covid.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,"I would get a message that I had $10 to spend but when I clicked on what I thought was the button to do so, it took me back to the shopping page.  I did finally find where to enter the $10 selection once I got to the check out.      I want to get books in the hands of my students but it really stinks that the Dollar Book Store doesn't open until I have a class order of a certain dollar amount.  I understand you are a business, it just makes it difficult for me.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,I am looking for decodable books and BR lexile levels.  I didn't find a way to search or filter for them.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,Love these!,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,4,I wasn't able to find all the books I was looking for.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,I really miss the  $1 or even $1.50.  It just seems like you have priced out the opportunity for teachers to buy students books for Christmas.  Even purchasing at $2 adds up to over $40 out of pocket.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,I am a Book Trust member and you guys credited yourself from credit I had. You guys should not do that especially when my payment method was chosen to checks.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,I absolutely love Scholastic Books!,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,4,"Most days the site works well, but I always have trouble downloading the letter to go home.  it's 75/25 with this site.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,I miss seeing some classics. Ex. Twas the Night Before Christmas,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,trying to register a second child. not obvious how to do this,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,I teach science to kindergarten - 2nd grade   would love more titles related to sciencde,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,"As a parent, I am very disappointed in some of the price increases... I understand to an extent but Scholastic has always been my go-to book store for all of my kids and I found all of my books on Amazon for almost half the price. I really want to support my children's teachers and get them free books for the classroom, but I can't justify buying a $30 when I can get it for $16 on Amazon (Guinness Book 2023) for example.     **I am also an educator and have noticed we are not getting even half the amount of book orders this year as we have in previous years.  It's very disappointing.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,Online ordering was very easy.  I appreciate the option to 'ship to home' instead of through the school.,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,Thanks for the prompt service on our last book order!,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,4,I have not ordered from Scholastic Books for a while because it was taking so long to receive the order. I'm now hoping that books will be shipped in a timely manner.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,I LOVE   BOOOOOOOOOOOOOOOOOOOOOOOOOOKS,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,1,These are the SAME  Christian nativity books as last year.  I need different books for a Christmas gift. Christmas is the biggest Christian holiday and Christianity is the biggest religion in the US and I'm not sure why Scholastic is not supporting it.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,I wish there were more Spanish-language offerings.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,"It took me a while to figure out how to navigate through the site, even after watching the tutorial.  The tutorial was no help.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,Awesome site and so easy to use! Thank you for being all kinds of access friendly!,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,4,Great,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,I love the selection of books. The magazines give so many good ideas for new books to read!,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,4,Delivary keeps getting pushed back,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,I would like to be notified of parent orders immediately.  I got an email today 11/14 about order placed 10/26.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,thank you for making it easy for students and teachers to get books!,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,3,"I'm not receiving any emails from Scholastic- even when my students place online orders, even when I place an order. I checked my spam folder and it's not there.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,No problems :),Thanks/Praise,Thanks/Praise
11/2/2022,,,,,3,I am continuing to be frustrated with your payment system.  You say I have an outstanding balance AGAIN - and I submitted last month's payment.  Very frustrating.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,I can't find the 10 for 10 section anymore which is a bummer!,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,I didn't realize I had a student order waiting until a month after the parents submitted it. Please fix this.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,Super easy- just wish there were more coupons.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,1,Your site is always difficult to navigate.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,"While browsing for books, some screens would load with each item displaying the title overlapping the price and made it difficult and tedious to see what the book and price was.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,I am trying to pull up all KR Alexander books but I can not. I get one book and find out later that there are more.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,2,I am a librarian. I have Scholastic dollars to spend from our last book fair. I can't buy the books I want because they are not accessible. Having different sites with different books available is really not helpful. Teachers give me their book lists but I can't purchase them. Also please make more Spanish books available in hardcover. I am not sure I'll do a Scholastic book fair again.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,2,I did not get a notification that a student submitted an order. This stalled the process of the student getting any books since September.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,Bring back the $1 book all the time ----for teachers to be able to buy for whole classrooms.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,It was very easy and efficient to complete and submit order.,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,2,"Please make it easier to see each teacher's scholastic code so we can share with grandparents. Also, we'd love to be able to fill a cart and share that list with outside users. Mt mother likes to buy all my kids' books, and it's really hard to share their selections and have my mom re-create their order from her end.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,I was looking for books at his grade level that he could read to me,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,"I am having difficulty adding 1 more book everytime I click the ""add"" button It wont allow me",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,1,"Just added half of my class and now can't find the list. Also, no idea where the status of ANY of my orders are nor can I see what my students have ordered. Overall very dissatisfied with what is happening with scholastic and urges me to not order for the holiday season for my students and/or family.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,2,I added my cc info here thinking I'd eventually be able to link to my kids' book fair. Nope. This needs to be all one site.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,I didn't complete it yet because this pop up came up.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,I am not sure that I understand how to use the bonus points.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,2,"Your search function is horrible, unless you actually don't carry the first book in the Dog Man series as a standalone book, and it's only available as part of an eighty dollar box set. I searched by title, author and God help me I even tried ISBN number. Still not there.",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,It's difficult to find books for a particular reading level. I keep being recommended the same type of book—books from a particular series. Wondering if there are other options for searching for a particular grade level that will render more relevant options.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,"I had a hard time actually in the ewallet today adding money to my daughters wallet.  It wouldn't allow me to put the correct city in for my credit card.  I used a current card, but not sure if funds will be available for her to use today, because it wouldn't allow me to put in the correct city. If someone can contact me today regarding this it would be great!  Thank you",Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,4,I am looking for ordering a classroom set of books about Christmas.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,3,It's hard to find where to put in a new due by date,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,Great website!,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,I love Scholastic books!,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,I really like the ability to share information through emails to my families!  Having the families order online is so much easier than sorting through the paper fliers and dealing with money.  Thank you for helping to make ordering easier on the teachers!,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,4,I pay for my student's books but the amount I need to order to buy in the Dollar Store is much too high for me to order. I ordered many more when you randomly put $1 prices on books that I could order and pay for to give to my students for their use.,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,EASY TO USE,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,5,It was easy. I had the order numbers right in front of me and I typed them into your website.,Thanks/Praise,Thanks/Praise
11/2/2022,,,,,4,We placed two orders in late September and early October and have not yet received our book order.     ORDER #70884142   10/10/22  ORDER #706920830   9/30/202,Not Thanks/Praise,Not Thanks/Praise
11/2/2022,,,,,5,Easy to use  happy with the wide selection of books,Thanks/Praise,Thanks/Praise
